year,quarter,state_name/ut_name,districts_name,total_transactions_count,total_transactions_amount
2020,2,maharashtra,kolhapur district,394,81505.0
2020,2,maharashtra,solapur district,1152,212690.0
2020,2,maharashtra,mumbai district,1473,223485.0
2020,2,maharashtra,sindhudurg district,69,13628.0
2020,2,maharashtra,dhule district,220,43891.0
2020,2,maharashtra,wardha district,310,54715.0
2020,2,maharashtra,parbhani district,102,22615.0
2020,2,maharashtra,mumbai suburban district,5780,884439.0
2020,2,maharashtra,hingoli district,53,12003.0
2020,2,maharashtra,ratnagiri district,114,25679.0
2020,2,maharashtra,nanded district,280,56282.0
2020,2,maharashtra,osmanabad district,189,39852.0
2020,2,maharashtra,nagpur district,985,185202.0
2020,2,maharashtra,buldhana district,214,46340.0
2020,2,maharashtra,nashik district,2519,459865.0
2020,2,maharashtra,akola district,188,37514.0
2020,2,maharashtra,yavatmal district,134,28263.0
2020,2,maharashtra,aurangabad district,2844,496194.0
2020,2,maharashtra,amravati district,406,80646.0
2020,2,maharashtra,washim district,52,10989.0
2020,2,maharashtra,sangli district,250,53169.0
2020,2,maharashtra,gadchiroli district,41,8479.0
2020,2,maharashtra,raigad district,1695,296865.0
2020,2,maharashtra,palghar district,1483,259634.0
2020,2,maharashtra,jalna district,258,52193.0
2020,2,maharashtra,gondia district,53,10197.0
2020,2,maharashtra,ahmednagar district,646,134515.0
2020,2,maharashtra,pune district,8699,1482628.0
2020,2,maharashtra,beed district,172,39594.0
2020,2,maharashtra,satara district,390,79498.0
2020,3,maharashtra,jalgaon district,1884,565866.0
2020,3,maharashtra,latur district,1026,290757.0
2020,3,maharashtra,thane district,6951,1718946.0
2020,3,maharashtra,bhandara district,225,74839.0
2020,3,maharashtra,nandurbar district,322,104800.0
2020,3,maharashtra,chandrapur district,485,150929.0
2020,3,maharashtra,kolhapur district,2171,652181.0
2020,3,maharashtra,solapur district,3034,785356.0
2020,3,maharashtra,mumbai district,1179,298346.0
2020,3,maharashtra,sindhudurg district,177,57241.0
2020,3,maharashtra,dhule district,859,278785.0
2020,3,maharashtra,wardha district,249,77347.0
2020,3,maharashtra,parbhani district,772,233765.0
2020,3,maharashtra,mumbai suburban district,3674,902028.0
2020,3,maharashtra,hingoli district,273,75787.0
2020,3,maharashtra,ratnagiri district,361,124380.0
2020,3,maharashtra,nanded district,1349,398656.0
2020,3,maharashtra,osmanabad district,784,247052.0
2020,3,maharashtra,nagpur district,2721,792995.0
2020,3,maharashtra,buldhana district,821,231273.0
2020,3,maharashtra,nashik district,5564,1418697.0
2020,3,maharashtra,akola district,495,145429.0
2020,3,maharashtra,yavatmal district,482,143635.0
2020,3,maharashtra,aurangabad district,4125,982466.0
2020,3,maharashtra,amravati district,1228,365804.0
2020,3,maharashtra,washim district,288,81814.0
2020,3,maharashtra,sangli district,1256,418026.0
2020,3,maharashtra,gadchiroli district,125,37639.0
2020,3,maharashtra,raigad district,2368,617257.0
2020,3,maharashtra,palghar district,1654,447954.0
2020,3,maharashtra,jalna district,733,192245.0
2020,3,maharashtra,gondia district,218,69108.0
2020,3,maharashtra,ahmednagar district,3194,926591.0
2020,3,maharashtra,pune district,18176,4567561.0
2020,3,maharashtra,beed district,1029,310814.0
2020,3,maharashtra,satara district,1410,443787.0
2020,4,maharashtra,jalgaon district,1073,559354.0
2020,4,maharashtra,latur district,635,298377.0
2020,4,maharashtra,thane district,5939,4405413.0
2020,4,maharashtra,bhandara district,269,172609.0
2020,4,maharashtra,nandurbar district,223,161859.0
2020,4,maharashtra,chandrapur district,552,336821.0
2020,4,maharashtra,kolhapur district,994,517657.0
2020,4,maharashtra,solapur district,1313,596502.0
2020,4,maharashtra,mumbai district,1677,1248451.0
2020,4,maharashtra,sindhudurg district,184,168701.0
2020,4,maharashtra,dhule district,439,205770.0
2020,4,maharashtra,wardha district,191,118497.0
2020,4,maharashtra,parbhani district,415,179329.0
2020,4,maharashtra,mumbai suburban district,4631,3301120.0
2020,4,maharashtra,hingoli district,203,75953.0
2020,4,maharashtra,ratnagiri district,254,213201.0
2020,4,maharashtra,nanded district,731,336213.0
2020,4,maharashtra,osmanabad district,414,238644.0
2020,4,maharashtra,nagpur district,1994,1280886.0
2020,4,maharashtra,buldhana district,558,229992.0
2020,4,maharashtra,nashik district,2903,1492155.0
2020,4,maharashtra,akola district,283,103257.0
2020,4,maharashtra,yavatmal district,413,210547.0
2020,4,maharashtra,aurangabad district,1877,739598.0
2020,4,maharashtra,amravati district,752,355638.0
2020,4,maharashtra,washim district,183,78454.0
2020,4,maharashtra,sangli district,633,377052.0
2020,4,maharashtra,gadchiroli district,174,108088.0
2020,4,maharashtra,raigad district,1547,1308133.0
2020,4,maharashtra,palghar district,1117,856150.0
2020,4,maharashtra,jalna district,483,174924.0
2020,4,maharashtra,gondia district,226,133613.0
2020,4,maharashtra,ahmednagar district,1824,875154.0
2020,4,maharashtra,pune district,8211,4862704.0
2020,4,maharashtra,beed district,683,298018.0
2020,4,maharashtra,satara district,800,494980.0
2021,1,maharashtra,jalgaon district,1377,723970.0
2021,1,maharashtra,latur district,747,289468.0
2021,1,maharashtra,thane district,6971,4869909.0
2021,1,maharashtra,bhandara district,288,181068.0
2021,1,maharashtra,nandurbar district,352,253739.0
2021,1,maharashtra,chandrapur district,589,427217.0
2021,1,maharashtra,kolhapur district,1223,609900.0
2021,1,maharashtra,solapur district,1472,734242.0
2021,1,maharashtra,mumbai district,2166,1596945.0
2021,1,maharashtra,sindhudurg district,191,162532.0
2021,1,maharashtra,dhule district,621,289138.0
2021,1,maharashtra,wardha district,287,155399.0
2021,1,maharashtra,parbhani district,500,199164.0
2021,1,maharashtra,mumbai suburban district,5505,3893302.0
2021,1,maharashtra,hingoli district,223,91630.0
2021,1,maharashtra,ratnagiri district,317,263100.0
2021,1,maharashtra,nanded district,794,315124.0
2021,1,maharashtra,osmanabad district,393,170085.0
2021,1,maharashtra,nagpur district,3055,2060944.0
2021,1,maharashtra,buldhana district,784,379639.0
2021,1,maharashtra,nashik district,3381,1857949.0
2021,1,maharashtra,akola district,429,163961.0
2021,1,maharashtra,yavatmal district,562,259090.0
2021,1,maharashtra,aurangabad district,2514,903043.0
2021,1,maharashtra,amravati district,1094,530040.0
2021,1,maharashtra,washim district,225,93567.0
2021,1,maharashtra,sangli district,636,391726.0
2021,1,maharashtra,gadchiroli district,141,58885.0
2021,1,maharashtra,raigad district,1811,1375948.0
2021,1,maharashtra,palghar district,1446,1063515.0
2021,1,maharashtra,jalna district,674,288602.0
2021,1,maharashtra,gondia district,222,126901.0
2021,1,maharashtra,ahmednagar district,2121,833980.0
2021,1,maharashtra,pune district,10913,6482027.0
2021,1,maharashtra,beed district,832,405022.0
2021,1,maharashtra,satara district,936,636982.0
2021,2,maharashtra,jalgaon district,1585,986475.0
2021,2,maharashtra,latur district,1022,569472.0
2021,2,maharashtra,thane district,7446,5734857.0
2021,2,maharashtra,bhandara district,324,247736.0
2021,2,maharashtra,nandurbar district,410,221163.0
2021,2,maharashtra,chandrapur district,841,635709.0
2021,2,maharashtra,kolhapur district,1639,1046476.0
2021,2,maharashtra,solapur district,2417,1483185.0
2021,2,maharashtra,mumbai district,2001,1561381.0
2021,2,maharashtra,sindhudurg district,245,258089.0
2021,2,maharashtra,dhule district,788,510317.0
2021,2,maharashtra,wardha district,355,224636.0
2021,2,maharashtra,parbhani district,865,416117.0
2021,2,maharashtra,mumbai suburban district,5293,3659655.0
2021,2,maharashtra,hingoli district,340,231624.0
2021,2,maharashtra,ratnagiri district,463,434817.0
2021,2,maharashtra,nanded district,1126,741452.0
2021,2,maharashtra,osmanabad district,583,405599.0
2021,2,maharashtra,nagpur district,3864,2683877.0
2021,2,maharashtra,buldhana district,969,523648.0
2021,2,maharashtra,nashik district,4607,2827696.0
2021,2,maharashtra,akola district,471,290035.0
2021,2,maharashtra,yavatmal district,644,428570.0
2021,2,maharashtra,aurangabad district,3162,1752774.0
2021,2,maharashtra,amravati district,1363,764259.0
2021,2,maharashtra,washim district,310,176345.0
2021,2,maharashtra,sangli district,962,652782.0
2021,2,maharashtra,gadchiroli district,227,168919.0
2021,2,maharashtra,raigad district,2219,1802764.0
2021,2,maharashtra,palghar district,2152,1598936.0
2021,2,maharashtra,jalna district,1024,522403.0
2021,2,maharashtra,gondia district,325,235931.0
2021,2,maharashtra,ahmednagar district,3355,2145197.0
2021,2,maharashtra,pune district,14949,9422249.0
2021,2,maharashtra,beed district,975,552450.0
2021,2,maharashtra,satara district,1060,845508.0
2021,3,maharashtra,jalgaon district,1196,864613.0
2021,3,maharashtra,latur district,649,405314.0
2021,3,maharashtra,thane district,7829,6194341.0
2021,3,maharashtra,bhandara district,290,294374.0
2021,3,maharashtra,nandurbar district,231,197492.0
2021,3,maharashtra,chandrapur district,569,475396.0
2021,3,maharashtra,kolhapur district,1254,846082.0
2021,3,maharashtra,solapur district,1287,1037793.0
2021,3,maharashtra,mumbai district,2116,1824585.0
2021,3,maharashtra,sindhudurg district,228,270341.0
2021,3,maharashtra,dhule district,484,340402.0
2021,3,maharashtra,wardha district,221,201396.0
2021,3,maharashtra,parbhani district,463,219056.0
2021,3,maharashtra,mumbai suburban district,5520,4552921.0
2021,3,maharashtra,hingoli district,150,96533.0
2021,3,maharashtra,ratnagiri district,375,420463.0
2021,3,maharashtra,nanded district,724,487054.0
2021,3,maharashtra,osmanabad district,343,269790.0
2021,3,maharashtra,nagpur district,2795,2376913.0
2021,3,maharashtra,buldhana district,767,395363.0
2021,3,maharashtra,nashik district,2807,2230871.0
2021,3,maharashtra,akola district,288,174931.0
2021,3,maharashtra,yavatmal district,433,350814.0
2021,3,maharashtra,aurangabad district,2212,1245983.0
2021,3,maharashtra,amravati district,693,536914.0
2021,3,maharashtra,washim district,169,94411.0
2021,3,maharashtra,sangli district,736,587672.0
2021,3,maharashtra,gadchiroli district,155,146470.0
2021,3,maharashtra,raigad district,1768,1718085.0
2021,3,maharashtra,palghar district,1709,1457172.0
2021,3,maharashtra,jalna district,400,166177.0
2021,3,maharashtra,gondia district,310,319064.0
2021,3,maharashtra,ahmednagar district,1509,1140977.0
2021,3,maharashtra,pune district,9943,8127896.0
2021,3,maharashtra,beed district,646,430082.0
2021,3,maharashtra,satara district,999,815566.0
2021,4,maharashtra,jalgaon district,1560,1940692.0
2021,4,maharashtra,latur district,1016,1160431.0
2021,4,maharashtra,thane district,13362,13856390.0
2021,4,maharashtra,bhandara district,469,620119.0
2021,4,maharashtra,nandurbar district,322,460722.0
2021,4,maharashtra,chandrapur district,957,1276669.0
2021,4,maharashtra,kolhapur district,1807,2371006.0
2021,4,maharashtra,solapur district,2839,3265540.0
2021,4,maharashtra,mumbai district,3563,3541155.0
2021,4,maharashtra,sindhudurg district,434,663720.0
2021,4,maharashtra,dhule district,576,708668.0
2021,4,maharashtra,wardha district,391,586904.0
2021,4,maharashtra,parbhani district,497,444446.0
2021,4,maharashtra,mumbai suburban district,9319,9168680.0
2021,4,maharashtra,hingoli district,202,202315.0
2021,4,maharashtra,ratnagiri district,560,835222.0
2021,4,maharashtra,nanded district,995,977696.0
2021,4,maharashtra,osmanabad district,507,636346.0
2021,4,maharashtra,nagpur district,4924,5775357.0
2021,4,maharashtra,buldhana district,846,809103.0
2021,4,maharashtra,nashik district,3996,4883186.0
2021,4,maharashtra,akola district,510,608474.0
2021,4,maharashtra,yavatmal district,630,735141.0
2021,4,maharashtra,aurangabad district,2580,2341427.0
2021,4,maharashtra,amravati district,1046,1501848.0
2021,4,maharashtra,washim district,204,241233.0
2021,4,maharashtra,sangli district,1065,1557560.0
2021,4,maharashtra,gadchiroli district,258,366226.0
2021,4,maharashtra,raigad district,2900,3785506.0
2021,4,maharashtra,palghar district,2927,3095452.0
2021,4,maharashtra,jalna district,548,511876.0
2021,4,maharashtra,gondia district,402,563953.0
2021,4,maharashtra,ahmednagar district,1943,2129337.0
2021,4,maharashtra,pune district,16039,18693479.0
2021,4,maharashtra,beed district,822,1012325.0
2021,4,maharashtra,satara district,1407,1934023.0
2022,1,maharashtra,jalgaon district,1410,2149096.0
2022,1,maharashtra,latur district,1061,1538194.0
2022,1,maharashtra,thane district,14272,16536659.0
2022,1,maharashtra,bhandara district,359,650491.0
2022,1,maharashtra,nandurbar district,305,546933.0
2022,1,maharashtra,chandrapur district,1125,1796858.0
2022,1,maharashtra,kolhapur district,1815,3158332.0
2022,1,maharashtra,solapur district,4282,5201915.0
2022,1,maharashtra,mumbai district,4159,4477237.0
2022,1,maharashtra,sindhudurg district,447,780313.0
2022,1,maharashtra,dhule district,525,940795.0
2022,1,maharashtra,wardha district,440,708586.0
2022,1,maharashtra,parbhani district,375,458862.0
2022,1,maharashtra,mumbai suburban district,10457,11756037.0
2022,1,maharashtra,hingoli district,217,313405.0
2022,1,maharashtra,ratnagiri district,821,1224460.0
2022,1,maharashtra,nanded district,880,1194883.0
2022,1,maharashtra,osmanabad district,437,768384.0
2022,1,maharashtra,nagpur district,6568,8328077.0
2022,1,maharashtra,buldhana district,548,917050.0
2022,1,maharashtra,nashik district,3412,5438097.0
2022,1,maharashtra,akola district,401,618148.0
2022,1,maharashtra,yavatmal district,583,874592.0
2022,1,maharashtra,aurangabad district,1905,2477811.0
2022,1,maharashtra,amravati district,1089,1731512.0
2022,1,maharashtra,washim district,163,214935.0
2022,1,maharashtra,sangli district,922,1798327.0
2022,1,maharashtra,gadchiroli district,243,433354.0
2022,1,maharashtra,raigad district,3236,4805540.0
2022,1,maharashtra,palghar district,3179,4035103.0
2022,1,maharashtra,jalna district,427,584157.0
2022,1,maharashtra,gondia district,375,752465.0
2022,1,maharashtra,ahmednagar district,1498,2370143.0
2022,1,maharashtra,pune district,17790,24312875.0
2022,1,maharashtra,beed district,744,973322.0
2022,1,maharashtra,satara district,1545,2544980.0
2022,2,maharashtra,jalgaon district,1270,1784469.0
2022,2,maharashtra,latur district,875,1180019.0
2022,2,maharashtra,thane district,12306,14514282.0
2022,2,maharashtra,bhandara district,310,503043.0
2022,2,maharashtra,nandurbar district,310,620354.0
2022,2,maharashtra,chandrapur district,912,1421979.0
2022,2,maharashtra,kolhapur district,1714,2813708.0
2022,2,maharashtra,solapur district,1996,2751216.0
2022,2,maharashtra,mumbai district,3914,4071523.0
2022,2,maharashtra,sindhudurg district,433,889395.0
2022,2,maharashtra,dhule district,540,809964.0
2022,2,maharashtra,wardha district,366,569495.0
2022,2,maharashtra,parbhani district,324,367858.0
2022,2,maharashtra,mumbai suburban district,9944,10743651.0
2022,2,maharashtra,hingoli district,173,221227.0
2022,2,maharashtra,ratnagiri district,644,1003623.0
2022,2,maharashtra,nanded district,781,983825.0
2022,2,maharashtra,osmanabad district,375,597547.0
2022,2,maharashtra,nagpur district,5933,7435720.0
2022,2,maharashtra,buldhana district,572,794419.0
2022,2,maharashtra,nashik district,3745,5525097.0
2022,2,maharashtra,akola district,383,557549.0
2022,2,maharashtra,yavatmal district,457,708513.0
2022,2,maharashtra,aurangabad district,1695,2140266.0
2022,2,maharashtra,amravati district,1091,1483074.0
2022,2,maharashtra,washim district,189,325669.0
2022,2,maharashtra,sangli district,961,1712238.0
2022,2,maharashtra,gadchiroli district,208,367660.0
2022,2,maharashtra,raigad district,2914,4274798.0
2022,2,maharashtra,palghar district,2860,3354545.0
2022,2,maharashtra,jalna district,391,474300.0
2022,2,maharashtra,gondia district,322,516395.0
2022,2,maharashtra,ahmednagar district,1450,2250896.0
2022,2,maharashtra,pune district,18712,24072589.0
2022,2,maharashtra,beed district,613,796168.0
2022,2,maharashtra,satara district,1252,1966860.0
2022,3,maharashtra,jalgaon district,1406,2095347.0
2022,3,maharashtra,latur district,1213,1560802.0
2022,3,maharashtra,thane district,13402,15693837.0
2022,3,maharashtra,bhandara district,512,774688.0
2022,3,maharashtra,nandurbar district,278,560241.0
2022,3,maharashtra,chandrapur district,1061,1571507.0
2022,3,maharashtra,kolhapur district,1686,2611811.0
2022,3,maharashtra,solapur district,2464,3354047.0
2022,3,maharashtra,mumbai district,4339,4534700.0
2022,3,maharashtra,sindhudurg district,440,698895.0
2022,3,maharashtra,dhule district,610,843391.0
2022,3,maharashtra,wardha district,430,631335.0
2022,3,maharashtra,parbhani district,370,428203.0
2022,3,maharashtra,mumbai suburban district,11136,11840245.0
2022,3,maharashtra,hingoli district,225,300122.0
2022,3,maharashtra,ratnagiri district,789,1244929.0
2022,3,maharashtra,nanded district,1048,1231006.0
2022,3,maharashtra,osmanabad district,456,676086.0
2022,3,maharashtra,nagpur district,6993,8397314.0
2022,3,maharashtra,buldhana district,734,935635.0
2022,3,maharashtra,nashik district,4029,5861346.0
2022,3,maharashtra,akola district,462,615704.0
2022,3,maharashtra,yavatmal district,565,958314.0
2022,3,maharashtra,aurangabad district,2318,2587715.0
2022,3,maharashtra,amravati district,1337,1719713.0
2022,3,maharashtra,washim district,255,310419.0
2022,3,maharashtra,sangli district,965,1739650.0
2022,3,maharashtra,gadchiroli district,249,456816.0
2022,3,maharashtra,raigad district,3201,4376980.0
2022,3,maharashtra,palghar district,3351,3849266.0
2022,3,maharashtra,jalna district,524,533938.0
2022,3,maharashtra,gondia district,408,655234.0
2022,3,maharashtra,ahmednagar district,1880,2485064.0
2022,3,maharashtra,pune district,19899,24823260.0
2022,3,maharashtra,beed district,775,971755.0
2022,3,maharashtra,satara district,1148,1905893.0
2022,4,maharashtra,jalgaon district,1799,2793144.0
2022,4,maharashtra,latur district,1372,1999046.0
2022,4,maharashtra,thane district,20282,24614041.0
2022,4,maharashtra,bhandara district,606,1107669.0
2022,4,maharashtra,nandurbar district,424,893402.0
2022,4,maharashtra,chandrapur district,1432,2406558.0
2022,4,maharashtra,kolhapur district,2428,4332767.0
2022,4,maharashtra,solapur district,3838,5560713.0
2022,4,maharashtra,mumbai district,5857,6447594.0
2022,4,maharashtra,sindhudurg district,604,1239446.0
2022,4,maharashtra,dhule district,772,1171797.0
2022,4,maharashtra,wardha district,989,1438515.0
2022,4,maharashtra,parbhani district,513,758986.0
2022,4,maharashtra,mumbai suburban district,16192,18884324.0
2022,4,maharashtra,hingoli district,236,275612.0
2022,4,maharashtra,ratnagiri district,978,1832093.0
2022,4,maharashtra,nanded district,1376,1743570.0
2022,4,maharashtra,osmanabad district,589,1129877.0
2022,4,maharashtra,nagpur district,8811,11940400.0
2022,4,maharashtra,buldhana district,860,1332394.0
2022,4,maharashtra,nashik district,5371,8785824.0
2022,4,maharashtra,akola district,629,1069007.0
2022,4,maharashtra,yavatmal district,782,1415444.0
2022,4,maharashtra,aurangabad district,2830,4070884.0
2022,4,maharashtra,amravati district,1797,2746860.0
2022,4,maharashtra,washim district,291,427885.0
2022,4,maharashtra,sangli district,1236,2443988.0
2022,4,maharashtra,gadchiroli district,305,471075.0
2022,4,maharashtra,raigad district,5108,7544340.0
2022,4,maharashtra,palghar district,4574,5754546.0
2022,4,maharashtra,jalna district,637,922530.0
2022,4,maharashtra,gondia district,494,839559.0
2022,4,maharashtra,ahmednagar district,2341,3678152.0
2022,4,maharashtra,pune district,27018,38292195.0
2022,4,maharashtra,beed district,913,1405508.0
2022,4,maharashtra,satara district,1616,3145903.0
2020,2,andhra-pradesh,east godavari district,1913,352220.0
2020,2,andhra-pradesh,srikakulam district,536,107046.0
2020,2,andhra-pradesh,spsr nellore district,931,176423.0
2020,2,andhra-pradesh,vizianagaram district,893,166029.0
2020,2,andhra-pradesh,visakhapatnam district,3504,614212.0
2020,2,andhra-pradesh,prakasam district,847,161709.0
2020,2,andhra-pradesh,anantapur district,2739,485777.0
2020,2,andhra-pradesh,ysr district,1978,343002.0
2020,2,andhra-pradesh,west godavari district,1074,202289.0
2020,2,andhra-pradesh,kurnool district,825,158720.0
2020,2,andhra-pradesh,chittoor district,2228,395099.0
2020,2,andhra-pradesh,guntur district,1938,344326.0
2020,2,andhra-pradesh,krishna district,2698,475539.0
2020,3,andhra-pradesh,east godavari district,3783,970549.0
2020,3,andhra-pradesh,srikakulam district,1535,383049.0
2020,3,andhra-pradesh,spsr nellore district,5509,1259159.0
2020,3,andhra-pradesh,vizianagaram district,2999,691281.0
2020,3,andhra-pradesh,visakhapatnam district,7906,1892376.0
2020,3,andhra-pradesh,prakasam district,2565,722751.0
2020,3,andhra-pradesh,anantapur district,2911,764850.0
2020,3,andhra-pradesh,ysr district,3397,847519.0
2020,3,andhra-pradesh,west godavari district,2543,696749.0
2020,3,andhra-pradesh,kurnool district,3493,841970.0
2020,3,andhra-pradesh,chittoor district,4422,1178762.0
2020,3,andhra-pradesh,guntur district,4230,1083584.0
2020,3,andhra-pradesh,krishna district,4519,1093882.0
2020,4,andhra-pradesh,east godavari district,1965,1355741.0
2020,4,andhra-pradesh,srikakulam district,811,546440.0
2020,4,andhra-pradesh,spsr nellore district,1348,810758.0
2020,4,andhra-pradesh,vizianagaram district,897,651040.0
2020,4,andhra-pradesh,visakhapatnam district,3464,2203761.0
2020,4,andhra-pradesh,prakasam district,1190,572976.0
2020,4,andhra-pradesh,anantapur district,1534,794053.0
2020,4,andhra-pradesh,ysr district,1165,631876.0
2020,4,andhra-pradesh,west godavari district,1390,906282.0
2020,4,andhra-pradesh,kurnool district,1092,500768.0
2020,4,andhra-pradesh,chittoor district,1727,1168506.0
2020,4,andhra-pradesh,guntur district,2570,1620649.0
2020,4,andhra-pradesh,krishna district,2311,1222782.0
2021,1,andhra-pradesh,east godavari district,1937,1065604.0
2021,1,andhra-pradesh,srikakulam district,854,588769.0
2021,1,andhra-pradesh,spsr nellore district,1323,714947.0
2021,1,andhra-pradesh,vizianagaram district,781,526804.0
2021,1,andhra-pradesh,visakhapatnam district,4006,2403199.0
2021,1,andhra-pradesh,prakasam district,1182,585354.0
2021,1,andhra-pradesh,anantapur district,1264,621128.0
2021,1,andhra-pradesh,ysr district,1265,729565.0
2021,1,andhra-pradesh,west godavari district,1460,850251.0
2021,1,andhra-pradesh,kurnool district,1270,508161.0
2021,1,andhra-pradesh,chittoor district,1629,1058050.0
2021,1,andhra-pradesh,guntur district,2412,1398326.0
2021,1,andhra-pradesh,krishna district,2722,1699716.0
2021,2,andhra-pradesh,east godavari district,2343,1695121.0
2021,2,andhra-pradesh,srikakulam district,842,755796.0
2021,2,andhra-pradesh,spsr nellore district,1817,1245872.0
2021,2,andhra-pradesh,vizianagaram district,815,702006.0
2021,2,andhra-pradesh,visakhapatnam district,4655,3497573.0
2021,2,andhra-pradesh,prakasam district,5308,2719134.0
2021,2,andhra-pradesh,anantapur district,1631,1284850.0
2021,2,andhra-pradesh,ysr district,1404,1026195.0
2021,2,andhra-pradesh,west godavari district,4170,2327122.0
2021,2,andhra-pradesh,kurnool district,1410,941389.0
2021,2,andhra-pradesh,chittoor district,2392,1839579.0
2021,2,andhra-pradesh,guntur district,2967,2201793.0
2021,2,andhra-pradesh,krishna district,3451,2494257.0
2021,3,andhra-pradesh,east godavari district,2248,2073825.0
2021,3,andhra-pradesh,srikakulam district,798,803258.0
2021,3,andhra-pradesh,spsr nellore district,1486,1161025.0
2021,3,andhra-pradesh,vizianagaram district,736,628946.0
2021,3,andhra-pradesh,visakhapatnam district,4044,3191769.0
2021,3,andhra-pradesh,prakasam district,1050,877683.0
2021,3,andhra-pradesh,anantapur district,1329,1311735.0
2021,3,andhra-pradesh,ysr district,1137,1033282.0
2021,3,andhra-pradesh,west godavari district,1452,1216098.0
2021,3,andhra-pradesh,kurnool district,1027,796678.0
2021,3,andhra-pradesh,chittoor district,1991,1995617.0
2021,3,andhra-pradesh,guntur district,2519,2102143.0
2021,3,andhra-pradesh,krishna district,3258,2722279.0
2021,4,andhra-pradesh,east godavari district,2532,3543718.0
2021,4,andhra-pradesh,srikakulam district,1116,1152210.0
2021,4,andhra-pradesh,spsr nellore district,2369,2345876.0
2021,4,andhra-pradesh,vizianagaram district,924,916336.0
2021,4,andhra-pradesh,visakhapatnam district,4176,5425896.0
2021,4,andhra-pradesh,prakasam district,1181,1328774.0
2021,4,andhra-pradesh,anantapur district,1322,2101400.0
2021,4,andhra-pradesh,ysr district,1449,1479933.0
2021,4,andhra-pradesh,west godavari district,1262,1853561.0
2021,4,andhra-pradesh,kurnool district,910,1306288.0
2021,4,andhra-pradesh,chittoor district,2444,3100521.0
2021,4,andhra-pradesh,guntur district,2709,3214794.0
2021,4,andhra-pradesh,krishna district,3029,3841028.0
2022,1,andhra-pradesh,east godavari district,3605,5199664.0
2022,1,andhra-pradesh,srikakulam district,1004,1393633.0
2022,1,andhra-pradesh,spsr nellore district,1878,2608475.0
2022,1,andhra-pradesh,vizianagaram district,949,1344329.0
2022,1,andhra-pradesh,visakhapatnam district,5196,6953446.0
2022,1,andhra-pradesh,prakasam district,1797,2181402.0
2022,1,andhra-pradesh,anantapur district,1551,2556602.0
2022,1,andhra-pradesh,ysr district,1439,2086496.0
2022,1,andhra-pradesh,west godavari district,1991,3109555.0
2022,1,andhra-pradesh,kurnool district,995,1641988.0
2022,1,andhra-pradesh,chittoor district,2887,4304499.0
2022,1,andhra-pradesh,guntur district,2748,3988284.0
2022,1,andhra-pradesh,krishna district,3914,5279784.0
2022,2,andhra-pradesh,east godavari district,3103,3899091.0
2022,2,andhra-pradesh,srikakulam district,946,1282760.0
2022,2,andhra-pradesh,spsr nellore district,2063,2686947.0
2022,2,andhra-pradesh,vizianagaram district,1145,1412957.0
2022,2,andhra-pradesh,visakhapatnam district,5851,7046107.0
2022,2,andhra-pradesh,prakasam district,1962,2331922.0
2022,2,andhra-pradesh,anantapur district,1794,2729962.0
2022,2,andhra-pradesh,ysr district,1418,1920103.0
2022,2,andhra-pradesh,west godavari district,2141,2903957.0
2022,2,andhra-pradesh,kurnool district,1233,1573534.0
2022,2,andhra-pradesh,chittoor district,2836,4207850.0
2022,2,andhra-pradesh,guntur district,3115,3979873.0
2022,2,andhra-pradesh,krishna district,4578,5733009.0
2022,3,andhra-pradesh,east godavari district,4355,5505134.0
2022,3,andhra-pradesh,srikakulam district,1079,1444643.0
2022,3,andhra-pradesh,spsr nellore district,2593,3257610.0
2022,3,andhra-pradesh,vizianagaram district,1270,1573445.0
2022,3,andhra-pradesh,visakhapatnam district,6720,7779967.0
2022,3,andhra-pradesh,prakasam district,2137,2552054.0
2022,3,andhra-pradesh,anantapur district,1934,2719786.0
2022,3,andhra-pradesh,ysr district,1892,2559169.0
2022,3,andhra-pradesh,west godavari district,2314,3113617.0
2022,3,andhra-pradesh,kurnool district,1318,1720753.0
2022,3,andhra-pradesh,chittoor district,3729,5145111.0
2022,3,andhra-pradesh,guntur district,4431,5271211.0
2022,3,andhra-pradesh,krishna district,5529,6149431.0
2022,4,andhra-pradesh,east godavari district,4450,5856052.0
2022,4,andhra-pradesh,srikakulam district,1294,1623449.0
2022,4,andhra-pradesh,spsr nellore district,2733,3658896.0
2022,4,andhra-pradesh,vizianagaram district,1373,1680979.0
2022,4,andhra-pradesh,visakhapatnam district,7636,9911879.0
2022,4,andhra-pradesh,prakasam district,2400,2848596.0
2022,4,andhra-pradesh,anantapur district,2425,3710468.0
2022,4,andhra-pradesh,ysr district,2261,2993022.0
2022,4,andhra-pradesh,west godavari district,2623,3513389.0
2022,4,andhra-pradesh,kurnool district,1810,2859172.0
2022,4,andhra-pradesh,chittoor district,4641,6166050.0
2022,4,andhra-pradesh,guntur district,5199,6244165.0
2022,4,andhra-pradesh,krishna district,5484,6977122.0
2020,2,meghalaya,north garo hills district,1,231.0
2020,2,meghalaya,south west khasi hills district,1,226.0
2020,2,meghalaya,west garo hills district,1,231.0
2020,2,meghalaya,east jaintia hills district,8,1719.0
2020,2,meghalaya,east khasi hills district,18,3753.0
2020,2,meghalaya,ribhoi district,8,1822.0
2020,2,meghalaya,west khasi hills district,4,847.0
2020,3,meghalaya,north garo hills district,1,166.0
